,transfus_yes,trans_loss,Accrete,AdmBishop,Admcervpos,Admconsistency,Admcontract,AdmDBP,Admefface,Admpresent,AdmSBP,Analgesia,Augment,BESTGA,breech,breech9,chorio,chorio9,CS_Breech,CS_Chorio,CS_Emerg,CS_Fforceps,CS_Finduct,CS_FTP,CS_FVBAC,CS_NRFHT,CS_Other,CS_Shoulder,Dehiscence,Delfetalpos,Delmode,Dilat_lst,eclamp,Episiotomy,FSE,GAmethod,HosEpiNurse,HosEpitype,Hyp_any,Hyp_calc,Hyp_clon,Hyp_hydr,Hyp_othr,Ind_Unkn,Induction,Inoxy_incrdose,intra_abruptio,intra_previa,Intrachorio,Intrafetdistress,Intrafever,IntraMgSO,Intratocolytix,IUPC,Lac_Cerv,Lac_Majoth,Lac_Majperi,Lac_Min,Lac_None,Lac_Other,M_pre,Malpresentation9,Meconium,Momseizure,MthInd_AROM,MthInd_Oxy,Operative,Presentdel,Prolapse,ROM,ROMmeth,SE_pre,Shoulder,spontlabor,TrialLabor,Urupture,vertex,Activeherpes,Admreason,Alcohol,Anteabruption,Anteanemia,Anteasthma,Antebleed3,AnteCHBP,Antechorio,Antefetaldth,Antefetdistress,AnteGBS,AnteGDM,Antehospital,AnteLGA,Anteprevia,AnteSGA,AnteSTD,Antesteroid,Antethrombo,Antethyroid,AnteUTI,ART,Cerclage,ChronicHBP,CPD,CS_Elect,CS_Fetanom,CS_Fetmac,CS_HIV,CS_HTNdis,CS_HxShoulder,CS_Mult,CS_UScar,depression_comb,Diabetes,DMControl,Druguse,Eclampsia,ECV,Education,gest_diab,gest_htn,GestHBP,GI_disease_comb,gi_disease9,Heart_disease_comb,high_Gravidity,high_height,HIV,HospElectCS,HospElectInd,Hostype,Hxanemia,Hxasthma,Hxcsection,Hxdepression,HxGIdis,Hxheartdis,Hxmacrosomia,HxnumCS,Hxpreterm,Hxrenaldis,Hxseizure,HxSTD,Hxstillbirth,Hxthyroid,Hyp_ace,Hyp_alpha,Hyp_beta,Hyp_meth,hypertyro,iatro_hypo,ImposedPE,Incompetence,Ind_anomaly,Ind_Chorio,Ind_elect,Ind_FComp,Ind_Fmacro,Ind_HTN,Ind_Hxfetal,Ind_HxMat,Ind_Mcond,Ind_Postdate,Ind_Still,Ind_Vbleed,Insurance,iufd9,Marital,momrace_new,MthInd_Mec,MthInd_Miso,MthInd_PGE2,no_TD,Oligo,other_TD,Parity,Polyhydramnios,PostHBP,pre_diab,pre_PROM,Preeclampsia,prelaborCD,prim_hypo,renal_disease_comb,renal_disease9,Rhincompat,Smoke,TD_nos,ThreatenedPB,threatpb9,UnspecHBP,uscar,version9,new_age,new_BMI,new_high_Age,new_high_BMI,Sitenum
M_pre,0.000000,0.019999,0.000000,0.053044,0.044444,0.051517,0.088108,0.172276,0.060397,0.022719,0.198293,0.051001,0.030697,0.085122,0.000000,0.000000,0.000000,0.005811,0.000000,0.007003,0.000000,0.000000,0.019505,0.048709,0.000000,0.031507,0.000000,0.006779,0.000000,0.032933,0.059523,0.088539,0.005187,0.036781,0.037765,0.021516,0.019367,0.040879,0.078495,0.030199,0.000000,0.027407,0.001972,0.028572,0.074551,0.048847,0.000000,0.004610,0.000000,0.004441,0.011643,0.270653,0.130514,0.037822,0.000000,0.006091,0.002688,0.016408,0.011769,0.000000,0.999914,0.005383,0.019276,0.006350,0.004523,0.031202,0.007553,0.007429,0.000000,0.003478,0.036992,0.017308,0.003090,0.068250,0.003011,0.000000,0.017238,0.000000,0.113646,0.002881,0.000000,0.002905,0.000000,0.000000,0.025257,0.003974,0.000000,0.030186,0.004998,0.021784,0.006699,0.008699,0.003627,0.005268,0.000000,0.002803,0.003078,0.000000,0.000000,0.000000,0.000000,0.052616,0.000000,0.000000,0.006298,0.003471,0.000000,0.071362,0.000000,0.004038,0.010038,0.000000,0.018276,0.040646,0.002306,0.002643,0.002728,0.041328,0.026483,0.031014,0.146679,0.000889,0.000000,0.003563,0.045790,0.007606,0.004903,0.042932,0.081505,0.042719,0.056887,0.009986,0.012108,0.000000,0.003017,0.001375,0.010819,0.027484,0.003531,0.004223,0.000000,0.002316,0.003403,0.008008,0.002221,0.003296,0.062287,0.019730,0.000000,0.000000,0.061548,0.001891,0.000000,0.002257,0.044502,0.005359,0.004078,0.256547,0.004733,0.000000,0.032504,0.017376,0.000000,0.000000,0.021895,0.000000,0.020250,0.020366,0.027135,0.041980,0.032083,0.006572,0.006244,0.000000,0.065476,0.004465,0.252214,0.017634,0.006086,0.580486,0.004621,0.007010,0.004015,0.000000,0.000000,0.009164,0.003591,0.003384,0.002342,0.071858,0.012682,0.000000,0.026627,0.058586,0.022042,0.037138,0.116023
Malpresentation9,0.015781,0.047748,0.000000,0.040491,0.028207,0.028499,0.039751,0.016640,0.018430,0.075085,0.017793,0.063726,0.020367,0.072441,0.194018,0.015075,0.047686,0.064114,0.192747,0.016334,0.010574,0.030620,0.002591,0.259589,0.001104,0.011834,0.023196,0.000000,0.000000,0.110924,0.235383,0.044412,0.002996,0.027045,0.024276,0.026329,0.016424,0.001908,0.007625,0.007836,0.000000,0.000000,0.001323,0.000000,0.014840,0.046006,0.007377,0.015011,0.045532,0.019619,0.053841,0.009257,0.043330,0.047058,0.000000,0.010575,0.000000,0.075508,0.060297,0.003820,0.005383,0.999927,0.021727,0.000000,0.014005,0.006586,0.090558,0.174708,0.024196,0.011376,0.010124,0.004352,0.001019,0.017880,0.021124,0.004261,0.156912,0.000000,0.029122,0.004230,0.008668,0.017042,0.000000,0.000000,0.000000,0.028005,0.000000,0.017087,0.002798,0.000000,0.002223,0.005898,0.011674,0.000000,0.011854,0.026866,0.001477,0.003267,0.003960,0.000000,0.000000,0.001690,0.038072,0.011262,0.021915,0.008436,0.006974,0.004415,0.000000,0.000000,0.031489,0.004993,0.000000,0.015590,0.008605,0.000000,0.036495,0.024658,0.003711,0.012403,0.011632,0.000000,0.000000,0.000000,0.051277,0.010404,0.002107,0.042899,0.054341,0.029464,0.003558,0.001671,0.024108,0.004213,0.000000,0.000000,0.006496,0.024320,0.009674,0.001244,0.000000,0.007692,0.003004,0.004240,0.000000,0.002754,0.005208,0.000000,0.003271,0.000000,0.005195,0.004997,0.000000,0.000462,0.004946,0.000000,0.004025,0.009096,0.000000,0.000000,0.002367,0.018660,0.002282,0.000000,0.024701,0.000000,0.020511,0.030216,0.025504,0.028594,0.013513,0.006250,0.005129,0.000000,0.073235,0.010689,0.000000,0.003118,0.016930,0.009241,0.004677,0.008439,0.000757,0.000000,0.003475,0.007465,0.000000,0.019069,0.002073,0.000000,0.024341,0.000000,0.020270,0.024763,0.015936,0.006252,0.069153
Meconium,0.037192,0.025628,0.000000,0.108147,0.110186,0.112191,0.116161,0.052173,0.077741,0.031305,0.055401,0.083019,0.073744,0.109330,0.031846,0.033778,0.022320,0.029175,0.028211,0.010787,0.002419,0.003551,0.010259,0.050118,0.000000,0.065398,0.025856,0.001522,0.002696,0.049713,0.043136,0.035621,0.000000,0.063770,0.082685,0.120029,0.187481,0.189823,0.019469,0.011237,0.000000,0.006207,0.000000,0.050396,0.050779,0.099717,0.017956,0.020829,0.020931,0.073198,0.044639,0.019321,0.087359,0.074819,0.010304,0.018978,0.021856,0.029227,0.008937,0.012959,0.019276,0.021727,1.000000,0.000000,0.039057,0.050964,0.036995,0.020304,0.003502,0.031797,0.062399,0.017488,0.025120,0.093545,0.088528,0.004560,0.048001,0.008785,0.068080,0.004401,0.016070,0.012782,0.011399,0.002335,0.018914,0.025501,0.013659,0.073294,0.016470,0.006455,0.059334,0.009593,0.019110,0.017325,0.045591,0.029647,0.006457,0.012198,0.023615,0.007983,0.008481,0.023898,0.014236,0.033596,0.017491,0.004241,0.008534,0.017453,0.000000,0.010903,0.065863,0.037601,0.023902,0.028614,0.036675,0.002634,0.003157,0.054948,0.018867,0.011053,0.012630,0.021139,0.000000,0.012332,0.030552,0.017772,0.015402,0.134513,0.073883,0.132760,0.029726,0.013880,0.055451,0.041656,0.021281,0.015636,0.000000,0.055719,0.042068,0.012304,0.005135,0.046738,0.019250,0.017932,0.000000,0.000000,0.014301,0.005641,0.000000,0.002594,0.015328,0.010455,0.002379,0.003363,0.049573,0.007169,0.005721,0.016915,0.005546,0.002142,0.022815,0.043336,0.008674,0.001493,0.068374,0.011433,0.058998,0.075470,0.011268,0.011637,0.028716,0.018143,0.014231,0.000000,0.031858,0.000000,0.005104,0.017896,0.034708,0.034599,0.068757,0.012621,0.012527,0.000000,0.010756,0.032010,0.014304,0.038410,0.007232,0.002686,0.058101,0.003095,0.025970,0.025147,0.024328,0.016598,0.185848
Momseizure,0.012177,0.016471,0.001597,0.007619,0.009780,0.006979,0.021413,0.074721,0.017949,0.022292,0.098764,0.022849,0.000000,0.103364,0.002039,0.000997,0.005164,0.000000,0.000000,0.000000,0.000000,0.001971,0.001662,0.001792,0.005720,0.012727,0.008835,0.009562,0.004185,0.002545,0.021356,0.015632,0.263926,0.007428,0.005358,0.017136,0.007356,0.007557,0.036199,0.000000,0.012171,0.026604,0.021584,0.000791,0.002291,0.020295,0.013116,0.000000,0.000000,0.012712,0.007860,0.062263,0.025282,0.005025,0.000000,0.000000,0.000000,0.007748,0.000000,0.000000,0.006350,0.000000,0.000000,0.997140,0.001406,0.000000,0.000000,0.008204,0.003832,0.000000,0.009314,0.016220,0.000000,0.006449,0.012113,0.003601,0.001873,0.000000,0.038910,0.001767,0.002587,0.003503,0.006217,0.004404,0.007046,0.004338,0.000000,0.004196,0.000000,0.000000,0.006963,0.000000,0.000000,0.008825,0.008896,0.028240,0.020264,0.000000,0.007616,0.000000,0.000000,0.010988,0.000000,0.000000,0.000000,0.000000,0.000000,0.046971,0.005958,0.000000,0.000000,0.001608,0.000000,0.008406,0.014096,0.309086,0.000000,0.000000,0.000000,0.002807,0.006856,0.000000,0.000000,0.003641,0.008074,0.000000,0.000000,0.010615,0.025916,0.010312,0.009975,0.008928,0.000000,0.001767,0.000000,0.000000,0.000000,0.012029,0.004393,0.000000,0.128205,0.007865,0.000000,0.000000,0.008869,0.026537,0.032211,0.000000,0.000000,0.001173,0.003840,0.000000,0.000000,0.002506,0.007777,0.000000,0.000000,0.022991,0.000000,0.008171,0.000215,0.000000,0.000000,0.003208,0.013731,0.000000,0.016021,0.013424,0.000000,0.000000,0.001191,0.000000,0.001122,0.000000,0.015540,0.000000,0.017412,0.005082,0.000000,0.011753,0.009522,0.000000,0.000000,0.003601,0.003984,0.004717,0.000000,0.005948,0.004197,0.018396,0.000000,0.000000,0.006515,0.052867,0.008213,0.004656,0.038938
MthInd_AROM,0.082365,0.036743,0.004593,0.295502,0.159581,0.155536,0.326154,0.035234,0.232164,0.167446,0.043726,0.258267,0.184809,0.231234,0.048588,0.050238,0.023670,0.021849,0.041837,0.014261,0.000000,0.006416,0.000000,0.019817,0.003116,0.035638,0.040913,0.000000,0.000000,0.242451,0.137036,0.150464,0.000000,0.181380,0.120854,0.114661,0.087578,0.107751,0.033381,0.021462,0.000000,0.011031,0.000000,0.101275,0.457959,0.262676,0.009026,0.018830,0.020276,0.000000,0.038551,0.008031,0.394480,0.096272,0.000000,0.030872,0.024930,0.024536,0.014495,0.008235,0.004523,0.014005,0.039057,0.001406,0.999971,0.583249,0.058998,0.064956,0.006872,0.066864,0.241572,0.008314,0.022106,0.358846,0.145878,0.000000,0.080355,0.018895,0.470971,0.009576,0.002154,0.007312,0.030353,0.005331,0.009620,0.020077,0.014397,0.048906,0.007357,0.024015,0.049352,0.007442,0.018299,0.043220,0.020254,0.003534,0.000000,0.050523,0.006673,0.000000,0.002086,0.021207,0.011523,0.055248,0.018326,0.026400,0.015310,0.020322,0.002913,0.016644,0.102819,0.017669,0.002390,0.327958,0.019605,0.000569,0.013751,0.253167,0.002940,0.079586,0.104301,0.010461,0.003065,0.000000,0.024807,0.068995,0.018143,0.236425,0.167978,0.251929,0.074593,0.001650,0.111110,0.019465,0.009302,0.002607,0.028268,0.105094,0.022183,0.013549,0.010194,0.000000,0.012526,0.028518,0.000000,0.000000,0.020069,0.010369,0.005091,0.000000,0.012484,0.004727,0.013075,0.000000,0.546982,0.176050,0.051771,0.145431,0.058130,0.006629,0.150028,0.167611,0.002060,0.011034,0.154268,0.011501,0.137210,0.185751,0.301940,0.110017,0.217311,0.028214,0.026146,0.002339,0.057516,0.003521,0.008605,0.002708,0.098965,0.018199,0.124265,0.008089,0.014226,0.001522,0.007692,0.003386,0.035460,0.031921,0.008859,0.025383,0.115271,0.005804,0.080809,0.101011,0.052424,0.014684,0.416437
MthInd_Oxy,0.038808,0.010066,0.008303,0.167650,0.063546,0.056796,0.287864,0.161485,0.297492,0.137465,0.170623,0.317132,0.201531,0.202948,0.078590,0.072072,0.057290,0.019961,0.069059,0.003729,0.000554,0.006816,0.064808,0.074467,0.000623,0.008131,0.064674,0.000000,0.002418,0.090405,0.178390,0.256638,0.003623,0.184794,0.170547,0.169486,0.170845,0.007781,0.017620,0.025735,0.000000,0.020002,0.000000,0.209052,0.692063,0.288500,0.006934,0.028454,0.066532,0.016716,0.011898,0.038294,0.242484,0.176477,0.020110,0.026303,0.021699,0.100940,0.126939,0.004043,0.031202,0.006586,0.050964,0.000000,0.583249,0.999984,0.045103,0.086631,0.000000,0.112741,0.150617,0.009264,0.022696,0.542295,0.220481,0.000000,0.084565,0.017592,0.622826,0.007401,0.008759,0.027588,0.025596,0.007084,0.046484,0.022543,0.004136,0.025559,0.022259,0.000000,0.035893,0.015255,0.030559,0.046060,0.004158,0.014355,0.006226,0.028803,0.010276,0.021949,0.000000,0.019898,0.000496,0.047310,0.027107,0.034519,0.022582,0.027776,0.005694,0.025157,0.152498,0.003241,0.040269,0.226594,0.011095,0.000000,0.002045,0.096744,0.008673,0.076096,0.078968,0.000000,0.003340,0.006372,0.038159,0.071790,0.017738,0.226285,0.195855,0.168450,0.089636,0.008561,0.160478,0.006495,0.000842,0.007649,0.020853,0.144192,0.032968,0.037887,0.011153,0.005220,0.014588,0.017702,0.000000,0.000000,0.013002,0.002234,0.000000,0.000000,0.018996,0.001769,0.033839,0.024786,0.451970,0.209984,0.069757,0.186948,0.051045,0.000000,0.151646,0.176886,0.019230,0.026706,0.042454,0.002932,0.094645,0.103484,0.191717,0.054678,0.145563,0.018849,0.039639,0.002554,0.046805,0.002754,0.012748,0.022112,0.013643,0.014641,0.187824,0.010170,0.036298,0.003092,0.011442,0.000000,0.018057,0.047257,0.006900,0.041552,0.164217,0.011005,0.041057,0.106696,0.024401,0.032176,0.377280
Operative,0.045141,0.026756,0.000000,0.049809,0.056684,0.058057,0.055085,0.020916,0.036891,0.020060,0.018543,0.066304,0.046394,0.045260,0.038343,0.037130,0.013761,0.009644,0.039707,0.006950,0.000000,0.000000,0.010895,0.043596,0.000000,0.046840,0.031484,0.000000,0.000000,0.059466,0.457140,0.017223,0.006143,0.105812,0.120966,0.079239,0.112945,0.085933,0.017787,0.010268,0.000000,0.005458,0.000000,0.034204,0.033918,0.107736,0.013018,0.020639,0.018635,0.020949,0.018935,0.016615,0.058078,0.080047,0.026797,0.051211,0.159021,0.018995,0.062966,0.010234,0.007553,0.090558,0.036995,0.000000,0.058998,0.045103,1.000000,0.019324,0.000000,0.016227,0.045783,0.010736,0.029227,0.028594,0.068052,0.005209,0.060468,0.009023,0.043210,0.007219,0.017375,0.021370,0.013845,0.008268,0.015385,0.015018,0.003843,0.109205,0.008241,0.007817,0.023961,0.017771,0.017968,0.004388,0.020097,0.023445,0.004017,0.016002,0.008064,0.025688,0.005707,0.016000,0.000000,0.025204,0.011712,0.013363,0.013239,0.017453,0.000000,0.009722,0.041601,0.000000,0.014037,0.049759,0.017918,0.000000,0.000000,0.087491,0.013320,0.014231,0.020472,0.006633,0.000000,0.011613,0.065921,0.011651,0.008151,0.137869,0.053198,0.086928,0.026341,0.010877,0.040216,0.009641,0.005985,0.014103,0.016908,0.030457,0.028236,0.018428,0.003202,0.020437,0.014220,0.007670,0.000000,0.000000,0.009366,0.004409,0.000000,0.000000,0.010536,0.009123,0.000000,0.000000,0.032111,0.015216,0.000000,0.012453,0.010070,0.000000,0.017258,0.021777,0.000000,0.000000,0.042220,0.000000,0.043288,0.046168,0.026640,0.030189,0.035965,0.006560,0.000000,0.000000,0.038640,0.000000,0.009109,0.009985,0.021035,0.013370,0.068171,0.000000,0.018180,0.000000,0.013866,0.018594,0.012515,0.012633,0.006994,0.006681,0.042435,0.022830,0.016226,0.027364,0.019586,0.024582,0.092087
Presentdel,0.021358,0.065764,0.039657,0.028303,0.063791,0.065662,0.082920,0.049219,0.084309,0.198915,0.056686,0.091713,0.076882,0.133069,0.889787,0.707467,0.048870,0.020516,0.751116,0.022402,0.078258,0.001960,0.012082,0.033225,0.000000,0.017185,0.101246,0.000000,0.017415,0.404789,0.170357,0.039185,0.000000,0.052135,0.116163,0.107093,0.054176,0.038153,0.057276,0.056433,0.000000,0.015203,0.000000,0.068627,0.102068,0.119577,0.048253,0.051776,0.048966,0.013572,0.051231,0.053641,0.071212,0.149174,0.018420,0.035921,0.024780,0.180313,0.121226,0.012570,0.007429,0.174708,0.020304,0.008204,0.064956,0.086631,0.019324,1.000000,0.049563,0.064111,0.160273,0.040234,0.019512,0.079173,0.341133,0.021469,0.782283,0.023797,0.178799,0.020432,0.040618,0.038869,0.016176,0.026698,0.026511,0.022315,0.044732,0.039309,0.045853,0.034465,0.067915,0.007363,0.050070,0.033733,0.059786,0.087826,0.024150,0.020016,0.035939,0.004752,0.020717,0.056003,0.011195,0.017362,0.034709,0.021713,0.004218,0.044598,0.000000,0.027994,0.123521,0.051122,0.035035,0.092383,0.026028,0.000000,0.113633,0.094299,0.027324,0.027739,0.007157,0.009612,0.007074,0.019391,0.019993,0.034505,0.015756,0.254668,0.134646,0.152101,0.066908,0.027818,0.122815,0.046714,0.009974,0.005283,0.020822,0.092592,0.031001,0.012723,0.008428,0.037022,0.025677,0.043824,0.000000,0.003227,0.032654,0.014097,0.008106,0.013190,0.038763,0.024829,0.005535,0.000000,0.066955,0.030781,0.011812,0.037998,0.007887,0.001171,0.026150,0.035824,0.026075,0.000000,0.090842,0.045963,0.070560,0.031945,0.065532,0.055860,0.035455,0.027838,0.047527,0.026717,0.013180,0.012068,0.044375,0.029464,0.065664,0.020289,0.261281,0.039203,0.012852,0.021407,0.026979,0.057567,0.007434,0.073767,0.011292,0.018333,0.121729,0.013719,0.023384,0.056570,0.023087,0.046338,0.189692
Prolapse,0.008469,0.016882,0.000000,0.010129,0.003386,0.001555,0.000000,0.000000,0.052217,0.031378,0.000000,0.073340,0.008652,0.106610,0.031319,0.014546,0.008866,0.003049,0.009350,0.000000,0.586669,0.000000,0.000000,0.000000,0.003132,0.019925,0.009891,0.006089,0.001691,0.032389,0.060087,0.010086,0.000000,0.006860,0.005981,0.012714,0.002470,0.002515,0.000000,0.002945,0.007970,0.000000,0.014557,0.009306,0.000000,0.010025,0.017192,0.000880,0.007325,0.042870,0.000000,0.009281,0.025133,0.000000,0.001464,0.003651,0.004340,0.022461,0.020744,0.000000,0.000000,0.024196,0.003502,0.003832,0.006872,0.000000,0.000000,0.049563,0.998664,0.017552,0.011078,0.000000,0.003602,0.003542,0.011865,0.000907,0.032829,0.001353,0.019444,0.000000,0.007243,0.002838,0.002304,0.008805,0.002198,0.001620,0.006329,0.024677,0.002632,0.000000,0.000000,0.000905,0.000000,0.000000,0.000000,0.026985,0.007094,0.004208,0.003877,0.000000,0.000000,0.000000,0.000000,0.004045,0.007355,0.001587,0.000000,0.000000,0.003331,0.000000,0.011582,0.000000,0.004015,0.005980,0.006906,0.000000,0.007085,0.009868,0.000000,0.003619,0.000000,0.002000,0.000000,0.000000,0.009570,0.000000,0.000000,0.006321,0.001733,0.005213,0.002414,0.002392,0.003107,0.000000,0.001596,0.000000,0.002140,0.000000,0.006257,0.000000,0.000000,0.000000,0.000000,0.000000,0.005580,0.017979,0.000000,0.000000,0.000000,0.000000,0.000000,0.010076,0.003138,0.000000,0.002874,0.000000,0.000000,0.003509,0.000000,0.000000,0.003764,0.002423,0.000859,0.000000,0.011058,0.007387,0.000000,0.001676,0.000000,0.003112,0.000000,0.000000,0.001302,0.000000,0.009376,0.000000,0.000000,0.004202,0.018008,0.000000,0.009986,0.000000,0.000000,0.000907,0.000000,0.003540,0.000000,0.018934,0.004465,0.000000,0.004047,0.002353,0.000000,0.007307,0.000000,0.004888,0.019583
ROM,0.017326,0.002523,0.007323,0.067326,0.052758,0.055584,0.112445,0.045383,0.072954,0.060657,0.037910,0.067597,0.080831,0.145826,0.055400,0.055054,0.081762,0.056607,0.048159,0.032649,0.019493,0.000000,0.000000,0.013471,0.000000,0.025372,0.006713,0.000000,0.000000,0.056793,0.050388,0.122798,0.003336,0.039164,0.000000,0.031618,0.029910,0.078343,0.001648,0.008212,0.000000,0.000600,0.001071,0.210668,0.179361,0.049878,0.011434,0.000906,0.075562,0.006471,0.025967,0.000000,0.101383,0.020284,0.003171,0.006388,0.004311,0.000000,0.011787,0.000000,0.003478,0.011376,0.031797,0.000000,0.066864,0.112741,0.016227,0.064111,0.017552,0.999931,0.270820,0.008835,0.000000,0.217159,0.040024,0.000000,0.064671,0.008894,0.401563,0.006310,0.005476,0.006808,0.006830,0.000000,0.009701,0.030983,0.002299,0.013574,0.001696,0.002074,0.026673,0.003242,0.004393,0.008854,0.000000,0.027696,0.003287,0.013001,0.000000,0.000000,0.018995,0.009368,0.006741,0.001003,0.018433,0.000000,0.010038,0.010341,0.000000,0.000000,0.003491,0.000889,0.009417,0.078590,0.010789,0.005050,0.006095,0.083156,0.003020,0.016456,0.021970,0.002413,0.000000,0.003345,0.030234,0.001898,0.003598,0.021943,0.058757,0.070468,0.013687,0.000000,0.005144,0.000000,0.002870,0.000774,0.008339,0.023485,0.006702,0.008728,0.000000,0.000000,0.006941,0.000000,0.000000,0.002580,0.000000,0.000000,0.000000,0.000000,0.011281,0.019131,0.000529,0.063227,0.047951,0.012237,0.008743,0.024026,0.005588,0.002471,0.008000,0.035392,0.001861,0.000000,0.052503,0.000000,0.008313,0.024544,0.024345,0.006043,0.005220,0.000000,0.005174,0.004956,0.052577,0.003131,0.000000,0.005032,0.680953,0.004342,0.068710,0.003173,0.008035,0.000000,0.005891,0.005768,0.008819,0.041520,0.000000,0.005848,0.005166,0.001285,0.046664,0.011107,0.019509,0.000000,0.162386
ROMmeth,0.053182,0.080342,0.015800,0.080753,0.140873,0.142842,0.228634,0.207495,0.202890,0.086178,0.223824,0.205171,0.320456,0.189620,0.105466,0.103536,0.088978,0.070138,0.099006,0.021262,0.012026,0.002311,0.027108,0.043486,0.000000,0.043811,0.232515,0.005991,0.012269,0.152627,0.129352,0.071526,0.004640,0.074027,0.168453,0.292846,0.379334,0.314668,0.082254,0.054194,0.000000,0.022987,0.000000,0.081234,0.111365,0.283712,0.025505,0.048994,0.085956,0.039427,0.074211,0.051204,0.208751,0.175341,0.021463,0.050674,0.050227,0.221150,0.259388,0.011552,0.036992,0.010124,0.062399,0.009314,0.241572,0.150617,0.045783,0.160273,0.011078,0.270820,1.000000,0.030696,0.019809,0.181157,0.272842,0.000000,0.409723,0.026871,0.245572,0.038872,0.030436,0.026338,0.025063,0.030252,0.041077,0.034194,0.022894,0.026755,0.062777,0.056189,0.045903,0.055558,0.045352,0.031841,0.068890,0.045621,0.014361,0.025972,0.058100,0.058829,0.029140,0.059850,0.006297,0.132530,0.064064,0.078279,0.039722,0.084859,0.021348,0.064599,0.250459,0.043013,0.021541,0.162181,0.062035,0.009210,0.027629,0.151863,0.043435,0.054384,0.066253,0.033477,0.008809,0.028991,0.055092,0.046012,0.010955,0.467993,0.141804,0.239919,0.104498,0.034418,0.182985,0.059653,0.037525,0.023846,0.026194,0.356788,0.034369,0.015488,0.023583,0.066078,0.021512,0.015582,0.017857,0.003426,0.056345,0.028069,0.010524,0.003473,0.039493,0.025140,0.009130,0.018112,0.169147,0.038630,0.028535,0.069707,0.015918,0.016189,0.094831,0.067686,0.013724,0.006774,0.068267,0.024364,0.049476,0.051992,0.208627,0.061069,0.061333,0.016740,0.062891,0.001641,0.055710,0.021271,0.053715,0.016845,0.375797,0.082650,0.278889,0.020638,0.015666,0.000835,0.022959,0.084097,0.007733,0.076866,0.048894,0.025915,0.197163,0.005661,0.039581,0.076844,0.030289,0.036204,0.488062
SE_pre,0.006127,0.025677,0.000000,0.042067,0.046880,0.051434,0.104210,0.206208,0.067360,0.025725,0.270065,0.050021,0.029168,0.185195,0.035345,0.028567,0.008545,0.003835,0.011865,0.000000,0.000000,0.000000,0.032565,0.009597,0.000000,0.032657,0.029630,0.000677,0.000000,0.053712,0.072184,0.070168,0.000519,0.030911,0.005465,0.070156,0.037763,0.030273,0.200004,0.073598,0.011272,0.091552,0.006226,0.020631,0.028116,0.050406,0.017042,0.000000,0.006793,0.032929,0.005704,0.171190,0.081952,0.017534,0.000000,0.009984,0.010391,0.028644,0.019089,0.000000,0.017308,0.004352,0.017488,0.016220,0.008314,0.009264,0.010736,0.040234,0.000000,0.008835,0.030696,0.999703,0.005370,0.061996,0.057360,0.001792,0.035241,0.000000,0.104591,0.000000,0.008486,0.000000,0.012970,0.000000,0.353804,0.003494,0.009562,0.024419,0.015626,0.018767,0.063870,0.003150,0.000000,0.020219,0.012332,0.051542,0.011418,0.008804,0.016463,0.000000,0.004287,0.388442,0.000000,0.011420,0.002531,0.001862,0.000000,0.168357,0.000000,0.001182,0.014084,0.000793,0.078363,0.045457,0.005705,0.031030,0.000000,0.025263,0.027773,0.016051,0.066793,0.013015,0.000000,0.020962,0.030162,0.002106,0.005176,0.042146,0.029832,0.052490,0.000000,0.011138,0.031605,0.000000,0.013187,0.005839,0.006282,0.024422,0.039846,0.024382,0.005959,0.015057,0.012626,0.010949,0.026409,0.007964,0.144516,0.098319,0.015440,0.001869,0.540766,0.006591,0.000420,0.000000,0.025320,0.008215,0.000000,0.100380,0.000000,0.000000,0.045954,0.017594,0.000000,0.000000,0.033726,0.007807,0.023117,0.058956,0.011452,0.039633,0.000000,0.013149,0.005516,0.000000,0.024362,0.000000,0.071601,0.084570,0.016865,0.095307,0.053532,0.011387,0.035252,0.080882,0.003651,0.004444,0.000000,0.012743,0.000000,0.008011,0.032365,0.000000,0.051563,0.096855,0.029555,0.062816,0.085587
