,transfus_yes,trans_loss,Accrete,AdmBishop,Admcervpos,Admconsistency,Admcontract,AdmDBP,Admefface,Admpresent,AdmSBP,Analgesia,Augment,BESTGA,breech,breech9,chorio,chorio9,CS_Breech,CS_Chorio,CS_Emerg,CS_Fforceps,CS_Finduct,CS_FTP,CS_FVBAC,CS_NRFHT,CS_Other,CS_Shoulder,Dehiscence,Delfetalpos,Delmode,Dilat_lst,eclamp,Episiotomy,FSE,GAmethod,HosEpiNurse,HosEpitype,Hyp_any,Hyp_calc,Hyp_clon,Hyp_hydr,Hyp_othr,Ind_Unkn,Induction,Inoxy_incrdose,intra_abruptio,intra_previa,Intrachorio,Intrafetdistress,Intrafever,IntraMgSO,Intratocolytix,IUPC,Lac_Cerv,Lac_Majoth,Lac_Majperi,Lac_Min,Lac_None,Lac_Other,M_pre,Malpresentation9,Meconium,Momseizure,MthInd_AROM,MthInd_Oxy,Operative,Presentdel,Prolapse,ROM,ROMmeth,SE_pre,Shoulder,spontlabor,TrialLabor,Urupture,vertex,Activeherpes,Admreason,Alcohol,Anteabruption,Anteanemia,Anteasthma,Antebleed3,AnteCHBP,Antechorio,Antefetaldth,Antefetdistress,AnteGBS,AnteGDM,Antehospital,AnteLGA,Anteprevia,AnteSGA,AnteSTD,Antesteroid,Antethrombo,Antethyroid,AnteUTI,ART,Cerclage,ChronicHBP,CPD,CS_Elect,CS_Fetanom,CS_Fetmac,CS_HIV,CS_HTNdis,CS_HxShoulder,CS_Mult,CS_UScar,depression_comb,Diabetes,DMControl,Druguse,Eclampsia,ECV,Education,gest_diab,gest_htn,GestHBP,GI_disease_comb,gi_disease9,Heart_disease_comb,high_Gravidity,high_height,HIV,HospElectCS,HospElectInd,Hostype,Hxanemia,Hxasthma,Hxcsection,Hxdepression,HxGIdis,Hxheartdis,Hxmacrosomia,HxnumCS,Hxpreterm,Hxrenaldis,Hxseizure,HxSTD,Hxstillbirth,Hxthyroid,Hyp_ace,Hyp_alpha,Hyp_beta,Hyp_meth,hypertyro,iatro_hypo,ImposedPE,Incompetence,Ind_anomaly,Ind_Chorio,Ind_elect,Ind_FComp,Ind_Fmacro,Ind_HTN,Ind_Hxfetal,Ind_HxMat,Ind_Mcond,Ind_Postdate,Ind_Still,Ind_Vbleed,Insurance,iufd9,Marital,momrace_new,MthInd_Mec,MthInd_Miso,MthInd_PGE2,no_TD,Oligo,other_TD,Parity,Polyhydramnios,PostHBP,pre_diab,pre_PROM,Preeclampsia,prelaborCD,prim_hypo,renal_disease_comb,renal_disease9,Rhincompat,Smoke,TD_nos,ThreatenedPB,threatpb9,UnspecHBP,uscar,version9,new_age,new_BMI,new_high_Age,new_high_BMI,Sitenum
MthInd_Miso,0.009888,0.008212,0.000000,0.136564,0.048466,0.074463,0.246199,0.061169,0.112859,0.070012,0.063613,0.122653,0.098006,0.108241,0.015232,0.020504,0.013725,0.033223,0.016860,0.000000,0.002672,0.001985,0.063323,0.080135,0.000000,0.036153,0.011095,0.000000,0.000000,0.065174,0.088980,0.137432,0.002246,0.077095,0.059229,0.122418,0.037032,0.068456,0.004189,0.007003,0.000000,0.000000,0.002738,0.073230,0.217849,0.120238,0.000000,0.009006,0.018117,0.040336,0.010443,0.005954,0.107252,0.135788,0.001047,0.014054,0.000000,0.005669,0.023819,0.002216,0.041980,0.028594,0.011637,0.000000,0.110017,0.054678,0.030189,0.055860,0.003112,0.006043,0.061069,0.039633,0.000000,0.170678,0.069334,0.000000,0.041751,0.003450,0.207751,0.005629,0.002340,0.005134,0.010019,0.014705,0.005337,0.008855,0.060585,0.016742,0.003937,0.017287,0.036243,0.003048,0.010188,0.031922,0.008117,0.004680,0.002948,0.000250,0.018879,0.005684,0.006958,0.094441,0.015337,0.004176,0.005650,0.002112,0.005335,0.019424,0.000000,0.007379,0.050053,0.005396,0.008190,0.023580,0.005644,0.010807,0.000000,0.145102,0.014084,0.044589,0.071042,0.025419,0.000000,0.001743,0.060013,0.013301,0.006383,0.063774,0.072488,0.052104,0.032063,0.007432,0.061211,0.004099,0.027048,0.000000,0.013616,0.083208,0.029417,0.008867,0.000000,0.007004,0.012122,0.001239,0.000000,0.004044,0.000000,0.000000,0.000000,0.000000,0.081482,0.006784,0.007023,0.001379,0.022561,0.083960,0.022588,0.102220,0.005872,0.000000,0.059502,0.143740,0.044677,0.000000,0.087269,0.056363,0.013075,0.048939,0.287630,0.999892,0.041793,0.000000,0.041952,0.000000,0.078089,0.000000,0.001024,0.014430,0.021896,0.040934,0.059042,0.000000,0.007464,0.005015,0.001804,0.011674,0.003305,0.008651,0.006173,0.000000,0.062899,0.000000,0.014143,0.077104,0.010007,0.013593,0.215946
MthInd_PGE2,0.016368,0.018186,0.000000,0.122653,0.061286,0.057573,0.098606,0.006300,0.113586,0.018412,0.000000,0.168386,0.099094,0.069521,0.020236,0.021942,0.007743,0.005110,0.016799,0.000000,0.000000,0.001117,0.000000,0.052256,0.000000,0.030400,0.014030,0.000000,0.000000,0.057893,0.067070,0.136049,0.000000,0.058346,0.040727,0.105209,0.044951,0.026321,0.000634,0.006139,0.000000,0.000000,0.003416,0.012031,0.195022,0.129175,0.002832,0.009730,0.007119,0.016719,0.007518,0.003444,0.055269,0.051965,0.000000,0.000000,0.001098,0.010034,0.019675,0.000000,0.032083,0.013513,0.028716,0.001191,0.217311,0.145563,0.035965,0.035455,0.000000,0.005220,0.061333,0.000000,0.007329,0.152787,0.062052,0.001157,0.035830,0.000000,0.179354,0.000000,0.004488,0.016165,0.000000,0.010592,0.001729,0.007778,0.001573,0.002931,0.009583,0.013325,0.025352,0.003751,0.010657,0.030299,0.007021,0.000000,0.001195,0.000000,0.000000,0.008151,0.004165,0.000000,0.003630,0.016054,0.000000,0.005528,0.005122,0.000000,0.000000,0.006446,0.044629,0.007449,0.000000,0.075380,0.011336,0.002738,0.000000,0.032819,0.010871,0.047512,0.061631,0.001612,0.000000,0.000000,0.046124,0.015490,0.008773,0.054986,0.134793,0.021999,0.003611,0.006514,0.053972,0.011053,0.002432,0.000000,0.008827,0.073217,0.019017,0.000000,0.006129,0.008638,0.009452,0.013930,0.000000,0.004761,0.000000,0.000000,0.003013,0.000000,0.007942,0.004687,0.013749,0.000000,0.087438,0.140566,0.054107,0.091283,0.016411,0.002375,0.053806,0.091915,0.000000,0.003356,0.036423,0.000000,0.032854,0.062435,0.068601,0.041793,0.999867,0.009764,0.059077,0.002583,0.049538,0.000000,0.000000,0.001564,0.025364,0.036750,0.052835,0.008991,0.000000,0.001157,0.000000,0.000000,0.005541,0.009478,0.005336,0.000000,0.055457,0.001352,0.027717,0.026064,0.004559,0.007292,0.178942
no_TD,0.013677,0.014329,0.000000,0.034686,0.019205,0.018607,0.042226,0.000000,0.022114,0.029463,0.013423,0.039669,0.033441,0.047697,0.007186,0.011593,0.003799,0.001684,0.005386,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014033,0.000000,0.003106,0.030532,0.024778,0.029470,0.000000,0.019719,0.005215,0.040221,0.030647,0.008880,0.017559,0.005900,0.000000,0.000000,0.002318,0.014553,0.010296,0.044399,0.004366,0.006721,0.001829,0.003398,0.011018,0.006168,0.051157,0.004256,0.000000,0.004104,0.000000,0.000000,0.001753,0.003262,0.006572,0.006250,0.018143,0.000000,0.028214,0.018849,0.006560,0.027838,0.000000,0.000000,0.016740,0.013149,0.000000,0.017415,0.028675,0.000000,0.029685,0.001439,0.032707,0.002894,0.006155,0.002811,0.004418,0.005073,0.015290,0.005976,0.000000,0.007973,0.000000,0.019952,0.004939,0.000000,0.005247,0.001314,0.014063,0.019890,0.002567,0.755433,0.005270,0.013983,0.003842,0.016277,0.000000,0.009004,0.000000,0.002581,0.002931,0.007630,0.000000,0.000992,0.019896,0.032731,0.037233,0.055873,0.003313,0.000000,0.003649,0.051115,0.023500,0.006498,0.011176,0.000810,0.002326,0.015163,0.032217,0.017351,0.009167,0.037367,0.030318,0.039130,0.006833,0.005129,0.020023,0.031794,0.000000,0.006756,0.010428,0.023183,0.015023,0.005406,0.007713,0.008081,0.000000,0.776139,0.000000,0.003623,0.015287,0.008772,0.240691,0.148427,0.007270,0.002239,0.000000,0.000000,0.022952,0.000000,0.008446,0.008825,0.009034,0.002176,0.014710,0.005934,0.000000,0.000000,0.065994,0.000000,0.073296,0.078816,0.000000,0.000000,0.009764,0.999905,0.000979,0.194928,0.031876,0.006589,0.000000,0.040207,0.000000,0.012810,0.016776,0.682064,0.006062,0.007995,0.000000,0.009185,0.630836,0.018176,0.000000,0.000000,0.020972,0.005038,0.089704,0.030902,0.050480,0.018670,0.066209
Oligo,0.002550,0.011968,0.000000,0.077914,0.079286,0.084641,0.138605,0.051075,0.086765,0.014808,0.050151,0.083525,0.061526,0.075423,0.036986,0.039181,0.013783,0.003343,0.033237,0.010545,0.000000,0.000000,0.014446,0.011196,0.000000,0.087955,0.006973,0.000000,0.000000,0.001851,0.057738,0.114182,0.000000,0.040707,0.027639,0.024719,0.022696,0.023013,0.018875,0.009853,0.000000,0.006837,0.002913,0.013241,0.103420,0.033591,0.000000,0.000000,0.007257,0.051785,0.016900,0.008798,0.034281,0.027464,0.000000,0.002660,0.001780,0.017030,0.021066,0.002228,0.006244,0.005129,0.014231,0.001122,0.026146,0.039639,0.000000,0.047527,0.001302,0.005174,0.062891,0.005516,0.004004,0.101374,0.015987,0.000000,0.041306,0.002104,0.114962,0.008219,0.003374,0.011941,0.009357,0.005685,0.014152,0.013365,0.005211,0.060785,0.002841,0.013941,0.005804,0.000000,0.000000,0.114862,0.004055,0.013431,0.005563,0.000057,0.003038,0.002532,0.000000,0.008824,0.000000,0.008264,0.022171,0.001613,0.001092,0.005864,0.000000,0.000000,0.012833,0.006560,0.009054,0.046412,0.008233,0.000000,0.000000,0.015903,0.016173,0.005272,0.004279,0.001025,0.000000,0.000000,0.027514,0.007037,0.001572,0.029497,0.075488,0.061167,0.045752,0.008969,0.012844,0.005612,0.000000,0.000000,0.004005,0.044068,0.000000,0.006119,0.000000,0.000000,0.005884,0.000000,0.000000,0.004225,0.011594,0.005629,0.000000,0.000000,0.002696,0.004314,0.004137,0.000000,0.041039,0.290453,0.005750,0.002058,0.000000,0.002828,0.076328,0.015779,0.007047,0.000000,0.026982,0.003774,0.007465,0.015227,0.013748,0.041952,0.059077,0.000979,0.999886,0.000000,0.041913,0.000000,0.015831,0.004952,0.015542,0.018345,0.001989,0.000000,0.006444,0.000000,0.000000,0.010359,0.001896,0.000000,0.000000,0.004279,0.013609,0.003618,0.015834,0.034085,0.002113,0.007527,0.111183
other_TD,0.000860,0.000950,0.000630,0.000000,0.000000,0.000000,0.008952,0.000000,0.000000,0.000000,0.000000,0.008026,0.008367,0.032249,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001213,0.000000,0.000000,0.005003,0.000000,0.002478,0.008558,0.003545,0.010540,0.006349,0.000000,0.000000,0.000000,0.000000,0.012235,0.009566,0.001110,0.000000,0.000000,0.010947,0.000000,0.019517,0.000000,0.000000,0.013640,0.000000,0.002798,0.000000,0.001872,0.002344,0.000000,0.007428,0.003325,0.000000,0.003777,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002339,0.002554,0.000000,0.026717,0.000000,0.004956,0.001641,0.000000,0.000000,0.002822,0.005478,0.002975,0.002371,0.004885,0.006091,0.001739,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003461,0.000000,0.001152,0.003345,0.000000,0.000000,0.000000,0.002367,0.002294,0.000000,0.130779,0.000000,0.000000,0.000000,0.000000,0.000000,0.002031,0.000000,0.000000,0.000000,0.000000,0.005226,0.000000,0.003418,0.011427,0.003754,0.005630,0.003449,0.000000,0.000000,0.007999,0.000000,0.000000,0.000902,0.000000,0.000000,0.000000,0.008372,0.003996,0.000000,0.011443,0.012823,0.003869,0.003883,0.000000,0.005497,0.009685,0.000000,0.000000,0.000000,0.007450,0.002573,0.000000,0.000000,0.002996,0.000000,0.092269,0.007922,0.024016,0.000000,0.003846,0.000000,0.000000,0.000000,0.000000,0.000000,0.001846,0.000000,0.000000,0.000000,0.001498,0.000000,0.000000,0.008205,0.000000,0.000000,0.002583,0.002604,0.001328,0.007385,0.009316,0.000000,0.000000,0.002583,0.194928,0.000000,0.997650,0.004655,0.000000,0.000000,0.007911,0.002213,0.000000,0.000000,0.002391,0.000000,0.002975,0.000000,0.002178,0.001864,0.004110,0.000000,0.000000,0.006141,0.000000,0.014537,0.000000,0.007640,0.000000,0.018169
Parity,0.027812,0.020539,0.014709,0.019545,0.028970,0.035905,0.023378,0.038456,0.033364,0.022970,0.048315,0.042706,0.036068,0.044374,0.034255,0.033210,0.101563,0.095859,0.050103,0.025092,0.010948,0.014801,0.048984,0.209568,0.011039,0.096644,0.026644,0.000000,0.007582,0.024816,0.222011,0.066081,0.011940,0.053416,0.124854,0.024392,0.043224,0.045474,0.022935,0.006210,0.019534,0.013913,0.000000,0.102801,0.076360,0.034166,0.024446,0.023135,0.099040,0.088238,0.140160,0.065030,0.038152,0.166750,0.014472,0.097132,0.110843,0.063514,0.127058,0.015081,0.065476,0.073235,0.031858,0.015540,0.057516,0.046805,0.038640,0.013180,0.009376,0.052577,0.055710,0.024362,0.015245,0.031561,0.168380,0.008876,0.054883,0.001947,0.061198,0.012599,0.023091,0.011850,0.011818,0.015775,0.026504,0.045929,0.017217,0.081478,0.020906,0.037798,0.033738,0.000000,0.020119,0.022044,0.018475,0.019581,0.005511,0.034689,0.007013,0.022977,0.019983,0.035768,0.032002,0.094426,0.008021,0.027520,0.007036,0.027052,0.007813,0.060954,0.259872,0.041261,0.021297,0.032996,0.047723,0.011998,0.020754,0.050422,0.037335,0.053577,0.041209,0.004832,0.003577,0.009764,0.661619,0.000000,0.020478,0.041859,0.052603,0.051525,0.030317,0.016632,0.340667,0.043007,0.001665,0.002592,0.139706,0.172895,0.263186,0.000000,0.015064,0.016158,0.082533,0.028922,0.000000,0.000000,0.020074,0.000000,0.005514,0.000000,0.028905,0.012477,0.000000,0.000000,0.101205,0.047952,0.005730,0.070271,0.027350,0.022573,0.023584,0.083960,0.005620,0.000000,0.034061,0.018916,0.087876,0.035292,0.063147,0.078089,0.049538,0.031876,0.041913,0.004655,1.000000,0.011235,0.027582,0.021762,0.070359,0.059057,0.144257,0.019482,0.000000,0.000000,0.000000,0.059445,0.034419,0.020619,0.004316,0.020755,0.336715,0.011914,0.123199,0.034904,0.191168,0.046213,0.052252
Polyhydramnios,0.006153,0.020288,0.000000,0.029008,0.012944,0.009157,0.000000,0.020325,0.021431,0.019426,0.000000,0.023712,0.011446,0.052953,0.012255,0.000000,0.000000,0.000000,0.010682,0.000000,0.000000,0.000000,0.000000,0.009137,0.000930,0.012317,0.000000,0.003926,0.000000,0.016137,0.031976,0.015570,0.000000,0.008609,0.002342,0.019363,0.018226,0.000000,0.004068,0.000000,0.005452,0.000000,0.010503,0.003852,0.006778,0.027103,0.000000,0.002738,0.000000,0.000713,0.003962,0.000675,0.023728,0.003519,0.000000,0.005862,0.004324,0.014341,0.009911,0.000000,0.004465,0.010689,0.000000,0.000000,0.003521,0.002754,0.000000,0.012068,0.000000,0.003131,0.021271,0.000000,0.000000,0.014119,0.021283,0.000000,0.009969,0.000000,0.026834,0.000000,0.002720,0.003620,0.000000,0.000000,0.000000,0.001892,0.006618,0.012195,0.000686,0.019152,0.002208,0.053432,0.000000,0.000000,0.000000,0.002714,0.000000,0.004841,0.000000,0.000000,0.000000,0.001386,0.003587,0.014394,0.022182,0.039398,0.000000,0.002423,0.001239,0.000000,0.007902,0.005138,0.033661,0.022485,0.000000,0.000000,0.000000,0.000000,0.022356,0.000000,0.000000,0.000406,0.002191,0.000000,0.011048,0.000000,0.000000,0.006244,0.022863,0.007404,0.015832,0.000000,0.007255,0.000916,0.001810,0.000000,0.008679,0.012228,0.000000,0.001800,0.000000,0.000000,0.000000,0.005687,0.003495,0.013069,0.003461,0.000000,0.001452,0.000000,0.000000,0.000000,0.003974,0.000000,0.007111,0.005433,0.020549,0.000000,0.004568,0.000000,0.007883,0.000000,0.000000,0.000000,0.011622,0.000000,0.012105,0.007282,0.002319,0.000000,0.000000,0.006589,0.000000,0.000000,0.011235,0.999274,0.002122,0.031284,0.002879,0.006187,0.013665,0.004728,0.001448,0.000000,0.000000,0.000000,0.001395,0.011486,0.000000,0.000000,0.007192,0.000000,0.018050,0.028255,0.012359,0.000000,0.039729
PostHBP,0.022417,0.035482,0.001147,0.023422,0.008002,0.015059,0.063456,0.122104,0.039311,0.060322,0.135786,0.070531,0.059659,0.122947,0.017762,0.017543,0.009081,0.000000,0.009094,0.000000,0.000000,0.000000,0.009311,0.009752,0.000000,0.043398,0.011582,0.000000,0.000000,0.040981,0.055635,0.049978,0.049140,0.022990,0.017474,0.042418,0.036066,0.023592,0.116505,0.043562,0.017476,0.074278,0.005462,0.006263,0.015272,0.062054,0.029492,0.006388,0.009262,0.029332,0.020821,0.272068,0.125360,0.016069,0.000000,0.000000,0.005468,0.016834,0.029070,0.000000,0.252214,0.000000,0.005104,0.017412,0.008605,0.012748,0.009109,0.044375,0.000000,0.000000,0.053715,0.071601,0.000000,0.031943,0.031229,0.000000,0.030440,0.000000,0.117525,0.000379,0.019354,0.001988,0.000000,0.017146,0.054747,0.000000,0.009588,0.026120,0.001253,0.006907,0.015282,0.012632,0.007202,0.027823,0.014554,0.059637,0.008204,0.000000,0.000000,0.000000,0.000539,0.038917,0.007022,0.001509,0.008100,0.009768,0.000000,0.086782,0.000000,0.003831,0.000000,0.003734,0.023876,0.086291,0.018022,0.027496,0.000000,0.023437,0.009132,0.018985,0.000000,0.000000,0.000000,0.002417,0.012894,0.014375,0.000000,0.055584,0.130993,0.025570,0.041381,0.006822,0.007298,0.003838,0.000000,0.004522,0.000000,0.036075,0.010889,0.000000,0.000000,0.022714,0.016082,0.000000,0.018153,0.007073,0.092316,0.035251,0.000000,0.000000,0.046352,0.000000,0.000000,0.000000,0.028291,0.000000,0.001609,0.106404,0.000000,0.000000,0.006579,0.008202,0.000000,0.000000,0.014410,0.000887,0.019861,0.044585,0.009548,0.001024,0.000000,0.000000,0.015831,0.000000,0.027582,0.002122,0.999757,0.030309,0.003433,0.337446,0.027622,0.003856,0.000000,0.007601,0.000000,0.001489,0.005615,0.004626,0.000000,0.135496,0.006212,0.000000,0.030176,0.046218,0.022634,0.022128,0.152996
pre_diab,0.004503,0.038189,0.000000,0.042175,0.055955,0.057149,0.074101,0.040213,0.068959,0.040536,0.075417,0.067706,0.030033,0.124311,0.028418,0.029096,0.007227,0.000000,0.014678,0.000000,0.002954,0.000000,0.023494,0.015581,0.000000,0.029827,0.014668,0.016623,0.000000,0.054771,0.078035,0.056900,0.005308,0.029978,0.011617,0.054310,0.007054,0.035725,0.050294,0.016764,0.000000,0.022982,0.004444,0.000000,0.017143,0.071366,0.016885,0.002913,0.007510,0.033932,0.000000,0.054324,0.054169,0.009934,0.000000,0.009136,0.007500,0.031159,0.003463,0.000000,0.017634,0.003118,0.017896,0.005082,0.002708,0.022112,0.009985,0.029464,0.004202,0.005032,0.016845,0.084570,0.015455,0.057481,0.065413,0.003097,0.026479,0.002376,0.050412,0.004589,0.013200,0.004648,0.019243,0.009146,0.085181,0.000000,0.017448,0.023441,0.000000,0.029112,0.072227,0.041707,0.004778,0.011819,0.017950,0.027242,0.001894,0.032385,0.022665,0.002530,0.007871,0.104546,0.001924,0.050027,0.008562,0.045495,0.000000,0.036525,0.010141,0.000000,0.032644,0.017933,0.711902,0.329572,0.018337,0.005823,0.003543,0.008079,0.029025,0.005694,0.018026,0.010488,0.000000,0.010421,0.032884,0.003790,0.000000,0.046205,0.033541,0.062153,0.003429,0.016949,0.043832,0.017545,0.009691,0.010058,0.048213,0.038572,0.044221,0.028502,0.012869,0.020665,0.032244,0.029339,0.020196,0.005903,0.033687,0.028132,0.007761,0.003880,0.057579,0.009725,0.008201,0.000000,0.030142,0.005904,0.003149,0.019985,0.000000,0.000000,0.102780,0.021328,0.016641,0.000000,0.033409,0.017821,0.016678,0.044313,0.001637,0.014430,0.001564,0.040207,0.004952,0.007911,0.021762,0.031284,0.030309,0.999818,0.000000,0.025452,0.064218,0.036754,0.032515,0.030673,0.007924,0.007427,0.015182,0.024361,0.006095,0.010787,0.047065,0.000000,0.053316,0.110993,0.032119,0.075987,0.096742
pre_PROM,0.025414,0.015509,0.005099,0.056553,0.003032,0.018366,0.131017,0.027080,0.059839,0.084661,0.001319,0.059288,0.116108,0.238883,0.041492,0.042484,0.077324,0.067117,0.034557,0.035592,0.018084,0.002399,0.006203,0.015455,0.000962,0.021511,0.004357,0.000000,0.000000,0.069600,0.045562,0.105029,0.005314,0.072568,0.000000,0.024527,0.019343,0.106136,0.003604,0.023291,0.000000,0.006101,0.000000,0.108326,0.039938,0.102835,0.023286,0.004540,0.065129,0.000000,0.027751,0.006590,0.123411,0.004343,0.002708,0.019853,0.006426,0.000000,0.005163,0.000000,0.006086,0.016930,0.034708,0.000000,0.098965,0.013643,0.021035,0.065664,0.018008,0.680953,0.375797,0.016865,0.000000,0.037715,0.017650,0.003119,0.051264,0.000000,0.413714,0.008534,0.006749,0.016826,0.010888,0.004413,0.013350,0.041996,0.007642,0.019643,0.009747,0.000000,0.000752,0.009590,0.006998,0.015371,0.007756,0.056726,0.006947,0.017638,0.001346,0.002920,0.024894,0.016669,0.005593,0.014777,0.015696,0.009860,0.003439,0.019667,0.000000,0.004563,0.038337,0.010779,0.000000,0.091220,0.016276,0.006797,0.011144,0.115644,0.002513,0.023012,0.033491,0.005306,0.000000,0.002227,0.043215,0.023494,0.001863,0.089589,0.080939,0.066225,0.031292,0.006164,0.031742,0.009005,0.004751,0.002186,0.014290,0.025880,0.020805,0.009407,0.000000,0.000000,0.003062,0.000000,0.000000,0.000000,0.005645,0.001027,0.000000,0.000000,0.017461,0.027028,0.006493,0.041700,0.074187,0.026363,0.014118,0.040341,0.008916,0.005660,0.029685,0.055240,0.008272,0.000000,0.021527,0.004059,0.037840,0.029330,0.035419,0.021896,0.025364,0.000000,0.015542,0.002213,0.070359,0.002879,0.003433,0.000000,0.999965,0.011467,0.003005,0.005163,0.008930,0.000000,0.008589,0.020604,0.010195,0.102460,0.006160,0.012500,0.032744,0.006076,0.036781,0.049581,0.018225,0.013561,0.194174
Preeclampsia,0.023193,0.035084,0.000000,0.117824,0.107641,0.126241,0.153440,0.269915,0.080367,0.016513,0.280881,0.100121,0.079887,0.166911,0.016945,0.018048,0.004034,0.004262,0.011311,0.004755,0.000000,0.001044,0.000000,0.033334,0.000000,0.036051,0.004071,0.000000,0.000000,0.012897,0.082952,0.115179,0.029303,0.038363,0.038018,0.080784,0.060132,0.065464,0.282583,0.104950,0.008985,0.099333,0.017442,0.014329,0.059460,0.054551,0.011751,0.000000,0.006879,0.008905,0.015307,0.407997,0.264458,0.030571,0.004722,0.004146,0.000000,0.031864,0.042272,0.005946,0.580486,0.009241,0.034599,0.011753,0.018199,0.014641,0.013370,0.020289,0.000000,0.004342,0.082650,0.095307,0.005632,0.057667,0.030682,0.000000,0.015763,0.000000,0.134436,0.000000,0.018282,0.016505,0.005374,0.002108,0.062819,0.000000,0.003317,0.039591,0.004392,0.024574,0.013641,0.005297,0.000000,0.029336,0.025006,0.055291,0.019062,0.011044,0.010138,0.000000,0.000000,0.036944,0.000000,0.017484,0.009282,0.000000,0.000000,0.254904,0.000000,0.008390,0.000000,0.000000,0.025529,0.047419,0.005836,0.026258,0.001926,0.025396,0.024433,0.094717,0.177229,0.004780,0.000000,0.000000,0.041163,0.005895,0.007489,0.061314,0.084422,0.104522,0.072691,0.012912,0.002618,0.000000,0.005880,0.008176,0.011194,0.059623,0.020957,0.000000,0.000000,0.018788,0.006625,0.011680,0.025162,0.003102,0.246864,0.063809,0.008389,0.000000,0.103057,0.000000,0.000000,0.002468,0.050152,0.012272,0.005224,0.322169,0.003894,0.000000,0.000000,0.020417,0.000000,0.000000,0.058510,0.000000,0.014646,0.026475,0.030099,0.040934,0.036750,0.012810,0.018345,0.000000,0.059057,0.006187,0.337446,0.025452,0.011467,0.999919,0.000000,0.006417,0.000000,0.010150,0.003583,0.021275,0.010282,0.042279,0.004502,0.044579,0.004841,0.000000,0.021088,0.061225,0.018571,0.037266,0.164610
prelaborCD,0.012641,0.092073,0.024001,0.171239,0.251383,0.254830,0.276933,0.096972,0.427322,0.251799,0.106587,0.536259,0.223211,0.234955,0.264310,0.246979,0.030930,0.028664,0.234541,0.000882,0.018625,0.007816,0.020604,0.099942,0.003544,0.036664,0.256178,0.000000,0.013458,0.268253,0.648440,0.344157,0.007711,0.172576,0.161664,0.060333,0.055674,0.027427,0.029367,0.000000,0.005399,0.023421,0.000000,0.146502,0.277540,0.139076,0.038158,0.109519,0.031391,0.008840,0.047828,0.000811,0.150327,0.161172,0.019236,0.061571,0.050473,0.239076,0.137070,0.012656,0.004621,0.004677,0.068757,0.009522,0.124265,0.187824,0.068171,0.261281,0.009986,0.068710,0.278889,0.053532,0.039135,0.383840,0.851900,0.004354,0.274281,0.041354,0.424718,0.005655,0.030850,0.017300,0.013843,0.000000,0.030512,0.009275,0.000000,0.005805,0.060677,0.039969,0.090071,0.064780,0.106560,0.008371,0.005641,0.021435,0.006605,0.004699,0.002530,0.013708,0.020662,0.061064,0.002132,0.352439,0.076715,0.133225,0.084296,0.102219,0.019121,0.095952,0.500175,0.005056,0.073517,0.088047,0.006537,0.008864,0.000000,0.088741,0.064843,0.015618,0.006869,0.017387,0.010615,0.029423,0.123304,0.031966,0.042241,0.138249,0.025957,0.148794,0.032487,0.000000,0.496396,0.000811,0.014693,0.018584,0.063083,0.412287,0.063681,0.013328,0.000000,0.004184,0.044219,0.012399,0.011718,0.000000,0.019619,0.017349,0.000000,0.006015,0.027559,0.016740,0.011681,0.007096,0.107734,0.060678,0.018067,0.057423,0.010951,0.009700,0.063958,0.074290,0.014755,0.006179,0.048304,0.007634,0.028667,0.060339,0.047763,0.059042,0.052835,0.016776,0.001989,0.000000,0.144257,0.013665,0.027622,0.064218,0.003005,0.000000,0.999974,0.021936,0.016011,0.014919,0.007569,0.018300,0.000000,0.001662,0.000000,0.011122,0.524289,0.000000,0.167692,0.097983,0.106237,0.061926,0.199510
